[ 2017-04-07T14:49:55+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块Favicon.ico
[ 2017-04-07T14:50:10+08:00 ] 127.0.0.1 /Text/index
[ 2017-04-07T14:50:08+08:00 ] /Text/index | INFO: Tag[ route_check ] --START--
[ 2017-04-07T14:50:08+08:00 ] /Text/index | INFO: Run CheckRoute Behavior [ RunTime:0.000378s ]
[ 2017-04-07T14:50:08+08:00 ] /Text/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000430s ]
[ 2017-04-07T14:50:08+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-04-07T14:50:08+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-04-07T14:50:08+08:00 ] /Text/index | INFO: Tag[ app_begin ] --START--
[ 2017-04-07T14:50:08+08:00 ] /Text/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000271s ]
[ 2017-04-07T14:50:08+08:00 ] /Text/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000293s ]
[ 2017-04-07T14:50:09+08:00 ] /Text/index | NOTIC: [8] Memcache::get(): Server 139.196.106.250:11211 (tcp 11211) failed with: Failed reading line from stream (0) CacheMemcache.class.php 第 65 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [2] Illegal string offset 'id' TextAction.class.php 第 12 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8] Uninitialized string offset: 0 TextAction.class.php 第 12 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [2] Illegal string offset 'order_id' TextAction.class.php 第 12 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8] Uninitialized string offset: 0 TextAction.class.php 第 12 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | INFO: Tag[ view_template ] --START--
[ 2017-04-07T14:50:10+08:00 ] /Text/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001026s ]
[ 2017-04-07T14:50:10+08:00 ] /Text/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001096s ]
[ 2017-04-07T14:50:10+08:00 ] /Text/index | INFO: Tag[ view_parse ] --START--
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T14:50:10+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
