[ 2017-04-07T15:44:01+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块Favicon.ico
[ 2017-04-07T15:44:02+08:00 ] 127.0.0.1 /text/deleteImg.html
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | INFO: Tag[ route_check ] --START--
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | INFO: Run CheckRoute Behavior [ RunTime:0.000477s ]
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000540s ]
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | INFO: Tag[ app_begin ] --START--
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000356s ]
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000383s ]
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | NOTIC: [2] Missing argument 5 for Action::ajaxReturn(), called in E:\project\www.dhgj.com\www\Lib\Action\TextAction.class.php on line 50 and defined Action.class.php 第 305 行.
[ 2017-04-07T15:44:02+08:00 ] /text/deleteImg.html | NOTIC: [8] Undefined variable: pagestring Action.class.php 第 310 行.

[ 2017-04-07T15:44:29+08:00 ] 127.0.0.1 /Text/index
[ 2017-04-07T15:44:28+08:00 ] /Text/index | INFO: Tag[ route_check ] --START--
[ 2017-04-07T15:44:28+08:00 ] /Text/index | INFO: Run CheckRoute Behavior [ RunTime:0.000364s ]
[ 2017-04-07T15:44:28+08:00 ] /Text/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000443s ]
[ 2017-04-07T15:44:28+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
