[ 2017-04-07T15:21:16+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块Favicon.ico
[ 2017-04-07T15:21:17+08:00 ] 127.0.0.1 /text/deleteImg
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | INFO: Tag[ route_check ] --START--
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | INFO: Run CheckRoute Behavior [ RunTime:0.000373s ]
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | INFO: Tag[ route_check ] --END-- [ RunTime:0.000424s ]
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | INFO: Tag[ app_begin ] --START--
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000273s ]
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000295s ]
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | NOTIC: [2] Missing argument 5 for Action::ajaxReturn(), called in E:\project\www.dhgj.com\www\Lib\Action\TextAction.class.php on line 52 and defined Action.class.php 第 305 行.
[ 2017-04-07T15:21:17+08:00 ] /text/deleteImg | NOTIC: [8] Undefined variable: pagestring Action.class.php 第 310 行.

[ 2017-04-07T15:22:43+08:00 ] 127.0.0.1 /Text/index
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Tag[ route_check ] --START--
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Run CheckRoute Behavior [ RunTime:0.000450s ]
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000526s ]
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Tag[ app_begin ] --START--
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000337s ]
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000369s ]
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Tag[ view_template ] --START--
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000636s ]
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000689s ]
[ 2017-04-07T15:22:42+08:00 ] /Text/index | INFO: Tag[ view_parse ] --START--
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-07T15:22:42+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
