[ 2017-05-03T14:03:06+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块Favicon.ico
[ 2017-05-03T14:04:23+08:00 ]  127.0.0.1 /order/%7B:U('/order/subEditOrder')%7D | ERR: (ThinkException) 非法操作{:u('
[ 2017-05-03T14:04:23+08:00 ] 127.0.0.1 /order/%7B:U('/order/subEditOrder')%7D
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | INFO: Tag[ route_check ] --START--
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | INFO: Run CheckRoute Behavior [ RunTime:0.000699s ]
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | INFO: Tag[ route_check ] --END-- [ RunTime:0.000874s ]
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | INFO: Tag[ app_begin ] --START--
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000354s ]
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000391s ]
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: file ThinkException.class.php 第 72 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: line ThinkException.class.php 第 73 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [2] file(): Filename cannot be empty ThinkException.class.php 第 74 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: file ThinkException.class.php 第 78 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: line ThinkException.class.php 第 78 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: file ThinkException.class.php 第 78 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: line ThinkException.class.php 第 78 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: class ThinkException.class.php 第 79 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: type ThinkException.class.php 第 79 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: class ThinkException.class.php 第 79 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: type ThinkException.class.php 第 79 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: class ThinkException.class.php 第 79 行.
[ 2017-05-03T14:04:23+08:00 ] /order/%7B:U('/order/subEditOrder')%7D | NOTIC: [8] Undefined index: type ThinkException.class.php 第 79 行.

[ 2017-05-03T14:04:56+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块Favicon.ico
[ 2017-05-03T14:20:41+08:00 ] 127.0.0.1 /order/add_order
[ 2017-05-03T14:20:24+08:00 ] /order/add_order | INFO: Tag[ route_check ] --START--
[ 2017-05-03T14:20:24+08:00 ] /order/add_order | INFO: Run CheckRoute Behavior [ RunTime:0.000901s ]
[ 2017-05-03T14:20:24+08:00 ] /order/add_order | INFO: Tag[ route_check ] --END-- [ RunTime:0.001023s ]
[ 2017-05-03T14:20:24+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-05-03T14:20:24+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-05-03T14:20:24+08:00 ] /order/add_order | INFO: Tag[ app_begin ] --START--
[ 2017-05-03T14:20:24+08:00 ] /order/add_order | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000470s ]
[ 2017-05-03T14:20:24+08:00 ] /order/add_order | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000507s ]
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8] Undefined index: common CommonAction.class.php 第 125 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | INFO: Tag[ view_template ] --START--
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | INFO: Run LocationTemplate Behavior [ RunTime:0.001778s ]
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | INFO: Tag[ view_template ] --END-- [ RunTime:0.001904s ]
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | INFO: Tag[ view_parse ] --START--
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-03T14:20:41+08:00 ] /order/add_order | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
