[ 2017-05-02T14:38:54+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块Favicon.ico
[ 2017-05-02T14:38:56+08:00 ] 127.0.0.1 /order/order_info
[ 2017-05-02T14:38:55+08:00 ] /order/order_info | INFO: Tag[ route_check ] --START--
[ 2017-05-02T14:38:55+08:00 ] /order/order_info | INFO: Run CheckRoute Behavior [ RunTime:0.000813s ]
[ 2017-05-02T14:38:55+08:00 ] /order/order_info | INFO: Tag[ route_check ] --END-- [ RunTime:0.000925s ]
[ 2017-05-02T14:38:55+08:00 ] /order/order_info | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-05-02T14:38:55+08:00 ] /order/order_info | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-05-02T14:38:55+08:00 ] /order/order_info | INFO: Tag[ app_begin ] --START--
[ 2017-05-02T14:38:55+08:00 ] /order/order_info | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000641s ]
[ 2017-05-02T14:38:55+08:00 ] /order/order_info | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000694s ]
[ 2017-05-02T14:38:56+08:00 ] /order/order_info | NOTIC: [8] Memcache::get(): Server 139.196.106.250:11211 (tcp 11211) failed with: Failed reading line from stream (0) CacheMemcache.class.php 第 65 行.

[ 2017-05-02T14:38:56+08:00 ] 127.0.0.1 /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Tag[ route_check ] --START--
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Run CheckRoute Behavior [ RunTime:0.000712s ]
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000827s ]
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Tag[ app_begin ] --START--
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000508s ]
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000557s ]
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | NOTIC: [8] Undefined variable: log_res MemberAction.class.php 第 97 行.
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Tag[ view_template ] --START--
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000939s ]
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001007s ]
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | INFO: Tag[ view_parse ] --START--
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T14:38:56+08:00 ] /member/login?redirecturl=%2Forder%2Forder_info%2Foid%2F1 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
