[ 2017-04-25T14:13:16+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块Favicon.ico
[ 2017-04-25T14:15:53+08:00 ] 127.0.0.1 /media/index
[ 2017-04-25T14:15:51+08:00 ] /media/index | INFO: Tag[ route_check ] --START--
[ 2017-04-25T14:15:51+08:00 ] /media/index | INFO: Run CheckRoute Behavior [ RunTime:0.000365s ]
[ 2017-04-25T14:15:51+08:00 ] /media/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000418s ]
[ 2017-04-25T14:15:51+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-04-25T14:15:51+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-04-25T14:15:51+08:00 ] /media/index | INFO: Tag[ app_begin ] --START--
[ 2017-04-25T14:15:51+08:00 ] /media/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000290s ]
[ 2017-04-25T14:15:51+08:00 ] /media/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000311s ]
[ 2017-04-25T14:15:51+08:00 ] /media/index | NOTIC: [8] Undefined index: page MediaAction.class.php 第 12 行.
[ 2017-04-25T14:15:52+08:00 ] /media/index | NOTIC: [8] Memcache::get(): Server 139.196.106.250:11211 (tcp 11211) failed with: Failed reading line from stream (0) CacheMemcache.class.php 第 65 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8] Undefined index: common CommonAction.class.php 第 118 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | INFO: Tag[ view_template ] --START--
[ 2017-04-25T14:15:53+08:00 ] /media/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001903s ]
[ 2017-04-25T14:15:53+08:00 ] /media/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002046s ]
[ 2017-04-25T14:15:53+08:00 ] /media/index | INFO: Tag[ view_parse ] --START--
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-04-25T14:15:53+08:00 ] /media/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
